Area code,Area name,ow_obs,hyp_ten,low_bw,alc,Li.2.1.n,smoke,Li.2.3.g,activity,eating,Li.2.6.c,sti_screen,teen_preg,in_eet,Li.3.2.b,pupil_abs,ey_dev,training,Li.3.8.a,Li.3.9.a,ks4_dev,low_pay,pov_child,unempl,Li.4.3.d,wp_safety,Li.5.3.b,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,Pe.3.2.b,semh_child,self_harm,Pe.3.2.f,air_poll,Pl.1.3.a,road_safety,road_traff,Pl.2.2.a,Pl.2.4.a,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,Pe.1.1.combined.b,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac
E06000034,Thurrock,69.3968272553122,13.81,2.1192052980000002,574.442528832577,,17.7,34.92203701,59.5404454428185,51.3252391572505,37.8,729.2897949,20.3152364273205,1.8,20.9,9.63597,75.7961783439491,14.6,0.29,62.0,59.8,24.0,14.0,4.4,0.4,363,47.2,82.0,244.5,11.505361160078586,3.07404437316226,0.55,20.6,5.21,694.6260398,2.11,6.63,7.59,7.86,7.53,3.09,9.2,0.67,13.97,122.8255953,225.3129083,11.504000000000001,40.2,268.98,0.007140105,9.1,6.43,5.281876122398676,10.19,0.69,0.69,0.55,73.72912192,61.79010293789688,80.57164982335058,0.605,3.5500000000000003,1.2639999999999998,29.463553682765003,24.0,67.90089486153076,87.36769363179233
E06000035,Medway,64.5728360792845,14.35,2.7193618560000004,499.261210840175,29.8945822625479,17.6,60.75101426,65.8190106831032,54.465781203181706,37.5,622.2474365,21.679646390233607,4.3,23.0,11.40652,73.95004117485591,25.1,0.4,58.0,59.4,23.1,16.1,4.6,0.5,309,47.7,61.0,249.8,9.694619161112296,3.68086868500966,0.56,20.6,3.67,640.7545543,2.46,7.46,7.63,7.84,7.45,3.06,11.9,0.71,16.47,168.57999980000002,441.9649067,11.8858,41.4,661.6,0.0048732540000000005,10.3,5.58,15.84923059189672,9.29,0.59,0.59,0.44,97.48717653,61.83944585326496,80.66562013716788,0.6699999999999999,3.565,1.37,29.031477528897,39.0,70.85012550887015,86.0728362960087
E06000036,Bracknell Forest,61.90452476123961,13.02,2.457757296,464.450985015784,24.8862343572241,13.3,72.80635855,72.2248782647174,54.481999124751994,37.5,436.9819336,9.033423667570007,3.5,25.9,8.23506,73.3735747820255,19.4,0.31,57.0,64.2,9.3,7.9,2.9,0.1,212,44.7,41.0,184.3,10.430240732787407,2.7919962773383,0.54,15.9,3.6,463.6317691,2.55,5.7,7.82,7.92,7.55,2.95,12.26,0.65,13.58,195.13166030000002,537.2504102999999,10.5023,47.5,286.41,0.004309075,5.8,3.91,4.984340862457113,11.9,0.78,0.78,0.43,38.49572593,68.50372745624165,83.1074549124833,0.605,3.545,1.284,24.564226445752002,35.0,72.71116502662058,92.26395263765806
E06000037,West Berkshire,62.7194752342375,13.39,1.895424837,444.82791444263603,34.3767130287742,13.1,81.30499040000002,73.6250698144391,56.1474524290946,37.5,415.0086365,11.3484646194927,1.8,27.3,8.55668,75.84297936587821,14.6,0.44,62.0,68.6,14.6,8.2,2.3,0.1,230,41.7,45.0,185.1,8.393827512637774,4.2364721740804905,0.66,16.0,4.26,551.4229228999999,2.83,5.2,7.85,8.03,7.6,2.93,9.21,0.72,14.96,217.14279590000004,529.303315,9.6918,50.1,118.2,0.002847401,7.2,2.39,12.620446385188645,11.26,1.51,1.51,0.54,46.56313694,67.56127163617776,82.86397682886043,0.74,3.975,1.4240000000000002,24.674984034303,32.0,74.11919552632655,91.45823212456185
E06000038,Reading,59.1590182610355,11.18,3.054511278,533.7566824752839,31.767642387111398,13.6,70.64639831,68.7247745031367,54.0758601810342,37.5,988.7705078,16.546457361052198,3.3,36.4,11.41789,70.4423918327662,16.2,0.4,59.0,64.9,17.4,12.6,3.4,0.3,182,41.4,72.0,257.0,8.035068875417945,2.69323996768112,0.52,14.1,3.23,546.2461099,1.88,5.2,7.67,7.87,7.6,3.05,8.36,0.88,13.39,249.1199453,517.7448418,11.0973,50.8,886.42,0.008684831,10.9,5.43,19.009658132761,11.25,0.56,0.56,0.37,88.13736011,65.89427870611682,80.8780683734478,0.52,3.25,0.98,27.883289842942,38.0,67.12721075629048,88.23086100366942
E06000039,Slough,61.905569650418606,12.27,3.4513671,608.665733081579,16.1072095870111,16.6,102.7381966,54.722318362147895,49.386567585700206,38.0,721.7584839,14.1421659843692,2.5,33.8,8.89322,71.23176661264179,29.1,0.36,63.0,72.9,15.6,16.0,3.8,0.2,230,43.8,46.0,288.4,7.74635794194214,5.2923712404801915,0.37,17.7,3.06,483.66157080000005,1.39,9.16,7.55,7.8,7.34,3.19,6.86,0.98,13.8,176.3193673,433.4802076,11.9735,33.9,643.42,0.016859251000000002,10.1,1.58,18.14906431490643,10.68,0.5,0.5,0.39,79.55339858,59.30080124758014,80.43357442460744,0.5449999999999999,3.0700000000000003,1.132,31.319114556239,47.0,63.358881249755726,88.01510213916906
E06000040,Windsor and Maidenhead,57.861686154019296,12.89,2.2957461169999998,479.271466675478,21.4854240929733,11.2,74.98548127,70.74187659125641,60.4438823893904,37.5,508.05664060000004,8.73196659073652,1.1,26.1,8.78122,76.6917293233083,21.5,0.23,66.0,72.2,14.1,7.6,2.5,0.1,191,49.7,32.0,174.3,8.499731979570704,3.5778175313059,0.81,13.4,3.76,514.5646138000002,2.86,5.15,7.75,7.9,7.51,3.08,7.84,0.73,15.51,150.88739669999995,439.0110055,10.7572,48.5,227.02,0.005985263,7.8,32.66,7.326495271080326,14.22,0.69,0.69,0.43,52.6908219,69.95320700679365,83.1114026908219,0.505,3.165,1.466,23.803157545854503,24.0,71.73456785786297,90.601750224859
E06000041,Wokingham,55.0346083070686,12.44,2.171136654,393.80042042175,21.8872021151792,8.1,63.50407712,71.2362206796784,65.73875444926911,37.5,471.12771610000004,6.87757909215956,1.3,28.2,8.46973,76.2302284710018,16.9,0.37,70.0,76.0,13.4,6.4,2.5,0.1,226,48.1,20.0,162.1,8.137364088886708,3.52897473997028,0.75,15.5,4.13,588.5013451,2.85,5.02,7.98,8.08,7.79,2.68,8.41,0.57,12.46,172.36450969999999,483.9255078,10.7093,46.7,196.62,0.005996357,6.7,1.06,6.06134076857801,13.06,1.01,1.01,0.5,34.88301612,70.71333252515456,83.58036852951872,0.685,3.695,1.3199999999999998,22.185255536262503,25.0,75.37116540906962,92.76729529380371
E06000042,Milton Keynes,65.5967803180929,12.47,3.1444582810000004,652.356047602315,23.3514845582098,13.3,92.77152929,64.1216575823611,54.9474969016327,37.5,660.9644775,17.4710635509937,2.9,21.1,10.39944,73.4235384222619,15.9,0.37,63.0,62.1,13.4,15.5,4.3,0.3,261,46.5,59.0,235.1,7.552613795058713,4.53103760761214,0.52,15.6,2.42,632.7445166,2.25,6.1,7.64,7.95,7.64,2.8,9.32,0.68,14.04,151.3704023,386.2173808,10.8614,44.3,320.29,0.005503348000000001,6.9,6.05,17.94251666224334,9.12,0.81,0.81,0.45,73.35498895,64.705676563709,81.11892187903007,0.42,3.565,1.146,28.451004026188002,27.0,70.19071539113835,91.03189957756581
E06000043,Brighton and Hove,48.2682061512529,9.85,2.4009603840000002,550.967115570294,53.4986136030011,18.0,66.79141312,78.0184893930702,66.8826588943442,37.5,1585.9217529999999,19.293410172889,3.5,60.7,11.47166,69.38555515630611,21.2,0.47,64.0,67.0,19.4,12.5,4.7,0.3,155,44.6,89.0,249.6,16.012052588696857,3.29179402774512,0.6,20.9,3.18,552.4350268999998,2.17,4.29,7.51,7.83,7.28,3.47,10.41,1.22,16.23,288.76288639999996,548.6353895,11.0322,59.7,748.36,0.011072896,11.7,14.13,61.77231004147074,11.99,0.44,0.44,0.38,75.92094532,63.74218424112024,81.04016727108673,0.4,3.505,1.19,21.928292692263998,44.0,67.22929124271344,86.35648922563006
E06000044,Portsmouth,64.0734045771128,11.72,2.9689608639999996,579.942721223275,43.2021100820082,15.2,79.27883901,66.6136658800575,59.5436282405243,37.5,926.9980469000001,25.531914893617,3.8,45.6,12.84582,70.9245742092457,21.0,0.45,57.0,57.7,21.2,17.6,4.1,0.3,202,43.1,81.0,277.9,13.015096403189707,3.25013000520021,0.67,22.9,3.05,614.5578982000002,2.34,5.97,7.73,7.89,7.53,3.07,9.5,0.91,15.58,302.67951850000014,570.5578304,11.7859,52.4,652.18,0.020537141,12.1,13.48,19.560539870900442,8.15,0.44,0.44,0.38,111.9328608,62.0787069551691,80.1136243817472,0.725,4.17,1.436,30.067400361427,49.0,66.49905044185441,93.83549702032178
E06000045,Southampton,62.69734935831801,10.5,2.82216933,719.073721337663,41.5583022763225,17.4,109.4630625,65.22956047553761,55.5820533838747,37.5,1128.074341,26.3476680799515,3.2,55.8,11.17218,70.2176781002639,21.5,0.46,62.0,57.0,17.0,18.1,4.2,0.2,204,47.2,108.0,274.5,13.329159930297642,4.66272925085483,0.57,20.7,2.62,586.3188581,1.95,5.69,7.73,7.71,7.44,2.78,10.09,1.13,19.44,323.34227660000005,555.6146194,10.7451,49.1,721.47,0.014550933,11.5,9.84,11.491565587119934,7.93,0.56,0.56,0.39,107.073653,61.20407276934843,80.30825411417861,0.5449999999999999,3.92,1.264,29.11528729403901,72.0,65.67936727284378,92.51897902761593
E06000046,Isle of Wight,64.1192870156865,17.83,1.895306859,476.456337387515,68.76760516815,14.1,100.3029979,68.0892588665392,67.3560517540538,37.5,489.15304569999995,18.8501413760603,1.2,20.7,11.8123,71.17647058823529,22.8,0.69,55.0,54.0,30.5,17.5,4.2,0.3,224,51.6,90.0,219.7,10.869108571393756,2.9989094874591102,1.26,26.8,4.01,565.5037767000001,3.81,7.2,7.85,7.98,7.63,2.79,9.22,1.18,17.89,188.1222227,453.3271348,9.1471,49.6,730.05,0.001120556,11.0,3.87,6.383703115247121,7.94,0.96,0.96,0.54,60.94308574,62.317715485445156,81.74207427793225,0.8400000000000001,4.645,2.166,28.888936977727,47.0,71.4245472059902,86.35757652876259
E06000047,County Durham,67.7008348798405,16.53,3.114789806,706.851932295341,53.148376981437906,14.3,91.87926146,66.73248608635829,57.1290016192118,37.5,570.3713989,23.7252588805872,4.8,31.1,10.89257,71.9288888888889,13.5,0.64,65.0,57.6,28.1,16.8,5.5,0.5,326,46.3,81.0,269.0,12.0,4.26969156257966,0.93,25.2,4.27,679.9902715,3.0,7.63,7.8,8.01,7.57,2.8,11.51,0.96,14.52,186.101009,350.1074191,6.382999999999999,50.4,307.13,0.001227229,11.8,6.74,2.4825173489770123,3.7,1.03,1.03,0.49,80.08410005,58.79833862300492,79.87575134342381,0.765,4.825,2.258,30.9053594235955,55.0,73.2765874513144,95.60872727193424
E06000049,Cheshire East,59.3716031518437,15.69,2.362653003,610.097331268253,38.445731860906,16.4,123.022337,69.1748147421428,62.0189921585784,37.5,511.6568298,15.795473049991903,2.2,25.3,9.39929,71.7477309750989,13.5,0.39,64.0,70.3,22.9,10.7,3.0,0.2,265,51.0,57.0,204.5,8.6,3.39041989046336,0.99,16.3,4.85,577.2230622999998,3.33,6.5,7.8,8.08,7.61,2.6,10.78,0.88,10.05,204.55342019999998,545.3851543,7.0862,48.3,266.54,0.0025572570000000003,10.5,5.37,5.5431494591469885,7.05,0.96,0.96,0.55,56.901749,68.53378681575099,82.03589849173542,0.85,3.94,2.0040000000000004,24.442718181876,43.0,72.74742579935177,93.56011501233377
E06000050,Cheshire West and Chester,59.1261597836539,15.07,2.4129505190000002,616.512374304219,34.4800015990725,12.7,87.77718687,68.434919875579,54.8426951654679,37.5,558.4888306,17.331022530329303,2.0,33.4,10.58737,70.5310396409873,15.5,0.47,59.0,62.5,23.5,12.2,3.8,0.1,261,50.1,73.0,225.4,9.2,3.27439423706614,0.84,17.1,4.11,600.3145482000001,3.34,6.75,7.88,8.07,7.67,2.54,9.95,0.91,14.94,206.5317337,484.9188412,7.0651,47.7,270.42,0.0027995470000000003,10.9,14.59,5.325664376630985,6.74,0.8,0.8,0.54,59.40186872,65.97823400969271,81.3850674288284,0.995,4.26,1.97,26.672666812124,37.0,73.09823962911977,93.5143145628088
E06000051,Shropshire,70.3135260361609,16.4,2.374464772,629.579537755428,25.2095191144176,14.0,61.36745588,68.24575159807979,65.3972565569972,38.9,331.6784058,14.9734647460197,2.8,23.1,9.75573,71.16263879817109,16.6,0.52,62.0,66.1,31.4,12.5,3.4,0.2,311,49.2,49.0,200.6,8.00002984026729,4.10076157000586,1.11,20.5,5.64,515.5784269999998,3.67,6.79,7.72,7.97,7.53,2.89,10.71,0.78,13.9,153.37376640000005,399.9241954,6.8561,48.8,264.86,0.000657759,11.8,4.36,4.095016994320527,7.72,1.72,1.72,0.82,47.710098,64.95345446183603,81.91151487278673,0.8600000000000001,4.285,2.14,27.05475427350349,24.0,74.92757102771218,92.32693768340464
E06000052,Cornwall,64.3086288564357,15.17,2.9589497810000003,710.4914569565691,38.771687912926296,14.8,109.3120011,68.98964253172879,64.1629793329204,37.6,534.2198486000002,17.3290203327172,3.2,32.5,11.40018,68.90506119748589,19.1,0.55,59.0,60.0,31.5,14.0,3.1,0.2,297,45.5,38.9711613406079,213.1,14.570440438957574,3.83985899534181,0.78,22.3,5.15,591.5430607000002,3.29,6.42,7.91,8.01,7.71,2.59,9.54,0.87,13.44,244.13237909999998,537.8463874,6.7748,45.1,332.16,0.000974655,13.2,5.63,12.11367616224488,8.83,1.49,1.49,0.6,44.7974433,63.822903398776866,81.60010118482442,0.85,4.43,2.214,28.122358484029004,56.0,72.90536189015933,88.10578188735344
E06000054,Wiltshire,62.2205140779835,15.35,2.101220063,561.594822129436,42.2203457624106,14.0,114.528792,69.2561307618252,62.8361815018914,37.5,486.2343445,9.459301646619169,2.2,21.4,10.22672,70.6040028591851,25.7,0.48,59.0,64.3,21.0,8.1,2.8,0.1,271,49.3,42.0,185.0,8.948511580809281,2.73205837275938,0.93,17.5,4.19,563.7841583,3.47,6.52,7.78,7.97,7.54,2.91,9.21,0.82,15.02,243.61661949999998,622.8304694,8.8436,48.0,243.52,0.001178178,9.3,5.62,6.249458212292079,9.21,1.55,1.55,0.59,44.7461208,67.71752287604099,82.41649211862679,0.7949999999999999,4.16,1.892,24.91428706332449,49.0,73.87933816639372,92.92737220405864
E06000055,Bedford,60.183176278746785,13.64,2.81124498,527.34245187948,23.2987591253473,16.2,103.9478476,64.3011609707058,61.2977666402637,37.5,589.5213012999999,21.04899930986889,4.2,36.2,10.76549,66.7099005620406,22.5,0.48,53.0,61.3,20.8,13.6,4.2,0.6,343,43.9,69.0,223.0,9.60727464390518,4.11773676986427,0.61,17.9,3.56,569.8339057000002,2.68,7.14,7.92,7.9,7.69,2.64,10.35,1.07,14.62,194.27825090000002,452.9611776,10.3706,45.1,462.2,0.001907404,11.1,4.06,44.72903620697773,10.19,0.86,0.86,0.49,67.27600169,64.11025472009041,81.56880032016574,0.7150000000000001,3.93,1.4380000000000002,26.800097446967502,56.0,69.43771084082053,92.68668785555813
E06000056,Central Bedfordshire,64.1922871616107,14.19,2.688728025,538.6539430519,20.9180836833443,15.8,108.7624526,70.84848806031279,57.0490065599347,37.5,411.39328,16.0,3.0,24.7,10.55821,71.7110683878055,14.2,0.37,58.0,65.5,26.7,8.8,2.8,0.1,356,42.6,50.0,180.9,7.352888765356535,2.64173948384475,0.63,20.3,3.46,516.9067639,2.93,6.19,7.77,7.86,7.45,3.06,9.71,0.72,13.98,156.30450180000003,416.5601842,10.4408,47.8,340.24,0.002969198,8.4,2.74,4.642359747169946,9.58,1.06,1.06,0.49,51.46591437,67.00783344641647,82.91958361604115,0.5700000000000001,4.1000000000000005,1.504,25.2617399250075,40.0,73.44916096998341,93.78339991645176
E06000057,Northumberland,63.7734539421465,17.57,2.846832398,876.855353978309,45.15207784218221,13.0,128.3658822,67.2430096634225,60.369893612386505,37.5,471.321106,20.33420575800281,3.9,20.4,10.34474,74.8707639287766,15.5,0.66,61.0,60.1,30.1,15.6,5.0,0.7,346,47.3,69.0,228.8,10.0,2.61282660332542,1.0,20.5,5.87,522.9712199,3.67,7.87,7.63,7.83,7.47,3.0,11.2,0.97,14.28,322.3556021,720.5134993,6.0585,46.5,285.86,0.000385139,11.1,2.43,0.6269002915086355,5.28,1.29,1.29,0.6,65.08165376,65.0512284111212,81.09053756699998,1.075,4.96,2.452,29.8050169597125,70.0,75.55122943808081,92.43349121453957
E06000058,"Bournemouth, Christchurch and Poole",59.19220246148732,14.01,3.21701199563795,753.2,54.8,12.7,132.11,68.85219646741771,63.2863873354077,37.64767438921438,723.3726196,19.09307875894989,2.9850226428105597,42.3,10.628016237414016,73.94537006266148,20.2,0.55,60.71817671709997,68.84583786188384,18.70676274776437,9.9,3.4,0.2,212,45.77653791517928,65.13340448412816,217.9,12.284431602596367,2.907681124,1.0,17.2,5.65,587.89,3.43,6.04,7.639651550154432,7.9112809184153186,7.587766443061588,2.8494410547015203,9.96,1.07,14.863989166434267,317.6,784.39,9.39491512089334,48.107088803401076,605.0073713282325,0.003453875366557679,10.637260604851887,4.974458497847375,16.681916297221196,9.91,0.6209628498779187,0.6209628498779187,0.4933119670001365,70.2704594254505,64.45258493875714,81.6027881091437,0.77,4.16,2.032,25.423535265,53.19166005287661,71.58544390297955,92.6049548364423
E06000059,Dorset,61.616118858651255,17.59,2.58224266006367,526.23,47.36,12.4,85.36,69.8478704020832,64.7861218484264,37.5,793.8593139999997,12.953809442645301,2.9,26.3,11.20274,68.8289601554908,18.8,0.51,57.0,62.9,25.81955893998416,10.3,2.5,0.1,317,55.1,63.0,183.4,11.345885699426026,3.915171289,1.06,22.8,5.9,546.62,4.37,6.83,7.670671881957388,7.886446989876043,7.55380942858438,2.6786637817256853,9.79,0.89,16.24,252.38,578.96,8.426303890404238,49.2171653988391,306.67,0.001080207,9.829039948828283,4.185315108261763,6.665760123289899,10.14,1.5122143921759972,1.5122143921759972,0.6504095709650154,44.47484735,65.01544456620566,82.83971459881454,0.99,4.74,2.502,24.49462208,41.0,75.32019345340153,93.6233795016927
E06000060,Buckinghamshire,57.8133713566405,,2.5574977000000003,529.001517068252,22.9402897030871,9.502637530368453,64.76796519,69.5876834118474,60.4760252360729,37.5,577.361328125,10.596301682942,1.5,40.1,10.33734,73.5267034990792,24.4,,64.0,71.9,16.8,10.32681697573136,2.7,0.2,241,45.5,37.0,166.45892188730363,7.288061031828987,4.07623664206236,,15.3,,552.6261652000002,,,7.78,7.93,7.7,2.85,,,11.69,132.4676687,375.9452359,10.5726,46.7,181.75,0.00273884,8.0,2.19609086500802,6.717445579361023,12.21,1.1188849786721102,1.1188849786721102,0.5091826361495602,48.763057034844884,69.56492112599315,83.32984225198629,0.72,,,22.608130311426,26.0,72.99866890884691,92.15920345541667
E08000001,Bolton,59.8268843449734,13.9,3.7115268560000003,677.194139454454,48.42711718863111,16.1,102.0314974,60.2844439071799,52.8996572624265,37.5,507.47250369999995,21.716649431230607,3.6,27.0,11.25402,66.1294202549916,13.8,0.44,61.0,61.0,24.8,27.6,5.3,0.5,286,44.2,87.0,297.1,11.9,3.89139471124082,0.77,25.1,5.63,652.5056557999999,2.36,8.17,7.7,7.98,7.4,2.98,10.04,0.99,13.78,208.369431,453.199825,7.9670000000000005,37.0,332.68,0.010192358,13.5,9.81,5.968828670039638,4.89,0.55,0.55,0.4,100.8310716,61.13527191525667,79.71599049200705,0.53,4.3100000000000005,1.604,28.8231607891675,63.0,70.10535970971023,93.6140590995625
E08000002,Bury,64.2817123894404,14.35,2.921914358,569.776887574681,27.2237951526088,16.3,70.34265472,63.58395132003611,53.302899072495,37.5,619.0388184,17.0239596469105,3.6,26.9,12.3275,68.6819830713422,17.0,0.53,63.0,62.6,27.1,18.8,4.2,0.3,335,46.0,82.0,271.8,8.0,4.01894646189178,0.94,21.4,4.77,673.7546995,2.54,7.41,7.62,7.88,7.57,3.01,6.93,1.06,15.78,193.7407327,452.2342669,7.8191,44.5,229.59,0.010991971,11.7,23.32,5.2734828189929726,5.85,0.71,0.71,0.41,80.21494716,61.839466745417326,79.8766400531567,0.655,4.235,1.6860000000000004,30.062425471159997,38.0,70.99281547462381,85.04249771256816
E08000003,Manchester,62.184786950017994,10.21,3.43047966,734.171494545584,40.9864633143271,22.0,81.90803731,65.05768999726051,51.0529310571877,37.5,1314.0119630000004,23.4741784037559,3.6,51.9,11.11644,66.2314210306987,20.4,0.48,60.0,53.6,15.3,28.1,5.6,0.4,202,41.8,97.0,402.4,9.3,6.43539038527105,0.47,20.6,2.77,650.9015048,1.68,6.4,7.42,7.69,7.41,2.85,10.87,1.28,15.62,184.0570696,294.3935083,8.1876,46.9,558.79,0.016309999999999998,17.9,10.33,17.231865752766723,6.49,0.47,0.47,0.44,142.89982969999997,56.351904212824536,77.57587997088916,0.585,3.87,1.212,32.5576723036575,51.0,60.1704317590345,86.05634356036396
E08000004,Oldham,66.3535284417474,13.6,3.859527121,640.767856352799,28.93781207444389,16.6,95.28760195,61.3868091029827,48.13881793585871,37.5,605.4118652000002,25.7220216606498,3.5,35.9,13.28929,63.7170760580053,14.0,0.6,57.0,58.5,30.2,32.5,5.8,0.4,342,46.0,84.0,314.9,8.3,5.9064971468615495,0.77,23.0,3.77,490.66222760000005,2.46,8.21,7.55,7.82,7.41,2.71,11.3,1.03,14.01,189.72626359999998,378.989512,7.9156,37.7,448.5,0.005388274,12.9,24.41,0.8555820310661836,4.92,0.61,0.61,0.41,101.2410217,59.437371395325954,79.07748578664349,0.6599999999999999,4.545,1.6220000000000003,28.810814450609502,43.0,68.66284987469922,91.0594888664518
E08000005,Rochdale,68.75233313743071,14.31,4.378148005,641.03576152507,43.3923771898578,17.8,92.59291503,60.766799055306386,52.510961031311,37.5,617.137085,22.857142857142897,3.7,27.5,10.90323,63.8297872340426,14.4,0.63,56.0,55.3,29.0,25.5,6.0,0.4,353,50.1,89.0,327.5,8.4,4.8141513658755,0.65,24.2,4.42,635.2826963,2.6,8.48,7.56,7.81,7.48,2.82,15.57,1.19,13.53,193.6028507,416.558796,7.6808,40.9,272.16,0.00706378,13.6,19.58,3.6620143825614884,4.86,0.63,0.63,0.45,99.15819444,58.613773751596405,78.92341537771391,0.7,4.665,1.7860000000000005,30.9563926617545,56.0,69.2012298554059,90.78193457067673
E08000006,Salford,64.0368259175932,12.58,3.0895334169999997,802.784251270125,60.8494584398199,21.2,112.3557822,65.5614989796055,49.3885590979988,37.5,1146.865845,30.6523447733822,6.0,42.3,12.64356,67.58952753535961,20.5,0.46,61.0,53.2,16.5,21.0,4.7,0.4,262,41.1,95.0,328.9,12.3,4.71654489965782,0.73,21.0,3.39,714.0627910000003,2.09,6.38,7.67,7.76,7.38,3.05,9.3,1.06,18.17,334.10271889999996,581.9376275000002,8.2566,45.2,253.6,0.01557862,12.8,3.69,19.496124647876112,6.18,0.58,0.58,0.4,95.76973883,58.048924530103605,78.88494342145052,0.55,4.065,1.6580000000000001,30.285297457097002,76.0,65.4058379953215,87.89547925135695
